"Set","Cst.Sigma","VdWVolumes.WV","pki"
"CSAR",3.95882654190063,145.105632292237,4.8
"CSAR",4.08928918838501,156.716038028067,4.8
"CSAR",3.90252161026001,134.71062455779,4.8
"CSAR",4.07065534591675,154.817681953563,4.8
"CSAR",3.92010498046875,138.676540533807,4.8
"CSAR",3.8505916595459,138.812376915999,4.8
"CSAR",3.72955131530762,157.103272700812,4.8
"CSAR",3.92493677139282,137.222347361702,4.8
"CSAR",3.93566036224365,136.016225714549,4.8
"CSAR",3.97670459747314,145.737924099598,4.8
"CSAR",3.9848108291626,158.642907329561,4.8
"CSAR",3.9201500415802,155.487853685916,4.8
"CSAR",4.05687856674194,147.116033847443,4.8
"CSAR",4.12465858459473,160.91289492953,4.8
"CSAR",3.99112415313721,158.334909985808,4.8
"CSAR",3.85745859146118,159.140747876016,4.8
"CSAR",3.85415530204773,153.097592137464,4.8
"CSAR",3.9946928024292,161.905556705727,4.8
"CSAR",3.80216646194458,154.836812318276,4.8
"CSAR",4.05873107910156,157.241405403817,4.8
"CSAR",3.95980644226074,149.119028657828,4.8
"CSAR",3.88125896453857,146.879586237966,4.8
"CSAR",3.92732906341553,157.483414209684,4.8
"CSAR",3.97102332115173,147.782290570942,4.8
"CSAR",3.80746054649353,150.465880554693,4.8
"CSAR",4.02675199508667,150.676679475391,4.8
"CSAR",3.95498585700989,153.966807998052,4.8
"CSAR",4.15191173553467,163.534631249634,4.8
"CSAR",3.75820255279541,151.712685181223,4.8
"CSAR",3.83763408660889,141.483181989955,4.8
"CSAR",3.84197664260864,150.968431722629,4.8
"CSAR",3.93856167793274,159.496084667687,4.8
"CSAR",3.97848963737488,149.659387402537,4.8
"CSAR",4.01425933837891,159.175907417159,4.8
"CSAR",4.02904605865479,154.785257810928,4.8
"CSAR",3.92077827453613,165.840605142412,4.8
"CSAR",3.83069038391113,159.187428809257,4.8
"CSAR",3.74488162994385,157.650656850546,4.8
"CSAR",4.00058364868164,159.654947736085,4.8
"CSAR",3.77344822883606,164.212227743495,4.8
"CSAR",3.95953774452209,153.142892706568,4.8
"CSAR",3.86671352386475,157.152021642991,4.8
"CSAR",3.87622904777527,157.464716461108,4.8
"CSAR",3.90772104263306,141.150612650011,4.8
"CSAR",4.15023994445801,162.389756886315,4.8
"CSAR",3.95490050315857,141.031932174644,4.8
"CSAR",4.1343207359314,146.989489062986,4.8
"CSAR",3.94362306594849,145.417502048328,4.8
"CSAR",4.08552360534668,158.373260609852,4.8
"CSAR",3.94305825233459,151.287224413546,4.8
"CSAR",3.70807099342346,159.061602527199,4.8
"CSAR",3.94343590736389,144.519693258837,4.8
"CSAR",3.90559601783752,150.595268640971,4.8
"CSAR",4.09616279602051,163.314714593639,4.8
"CSAR",4.06340742111206,148.042995949133,4.8
"CSAR",4.04568004608154,149.360959147735,4.8
"CSAR",4.03674459457397,155.181721486573,4.8
"CSAR",3.88039970397949,149.970423516226,4.8
"CSAR",3.73785161972046,148.614061113137,4.8
"CSAR",3.91711616516113,149.471780140741,4.8
"CSAR",3.97574210166931,173.126698806367,4.8
"CSAR",3.60691142082214,159.590701165998,4.8
"CSAR",4.02100563049316,141.625296008576,4.8
"CSAR",4.01082754135132,166.733295087265,4.8
"CSAR",3.95920896530151,161.927513206933,4.8
"CSAR",3.97594094276428,161.334875396572,4.8
"CSAR",4.11174964904785,152.205424700948,4.8
"CSAR",3.98298239707947,154.746143736442,4.8
"CSAR",4.06154870986938,164.024935219818,4.8
"CSAR",3.78449702262878,161.022059661053,4.8
"CSAR",3.77691221237183,140.507934029645,4.8
"CSAR",3.85602235794067,143.900749597737,4.8
"CSAR",3.77141165733337,162.776720413321,4.8
"CSAR",3.86460971832275,169.290311350503,4.8
"CSAR",3.88129496574402,157.834051840401,4.8
"CSAR",3.86754941940308,148.94170843821,4.8
"CSAR",4.11177635192871,156.246959165456,4.8
"CSAR",3.94554424285889,159.116229631817,4.8
"CSAR",3.95666098594666,140.377086592967,4.8
"CSAR",3.82462978363037,145.142659896918,4.8
"CSAR",4.01081466674805,148.075020535825,4.8
"CSAR",4.05522632598877,147.234930156785,4.8
"CSAR",4.00958776473999,146.268984273567,4.8
"CSAR",3.99989461898804,162.069099443712,4.8
"CSAR",3.65121865272522,162.140086852881,4.8
"CSAR",3.87430691719055,142.328082690593,4.8
"CSAR",3.90598440170288,149.226917738312,4.8
"CSAR",3.68645906448364,154.456751775461,4.8
"CSAR",3.98551034927368,156.405921247906,4.8
"CSAR",3.99158358573914,144.778126199055,4.8
"CSAR",3.85221886634827,154.59359947806,4.8
"CSAR",3.88632655143738,145.554953860619,4.8
"CSAR",4.05796527862549,157.060820326262,4.8
"CSAR",3.83692860603333,148.210977327922,4.8
"CSAR",3.74809885025024,149.510928251317,4.8
"CSAR",3.88308477401733,158.460807051367,4.8
"CSAR",3.79290533065796,150.519258780374,4.8
"CSAR",3.8848705291748,150.224198025404,4.8
"CSAR",3.81443810462952,149.526110527505,4.8
"CSAR",4.04835367202759,154.572745923757,4.8
"CSAR",3.94124627113342,149.715657356314,4.8
"CSAR",3.96565175056458,143.14196229503,4.8
"CSAR",4.0327525138855,159.761168474738,4.8
"CSAR",4.12001800537109,165.873841713333,4.8
"CSAR",3.96622657775879,151.6068923889,4.8
"CSAR",3.96855902671814,155.985688198702,4.8
"CSAR",3.85865354537964,166.762250035703,4.8
"CSAR",4.04889106750488,162.151262186473,4.8
"CSAR",3.88163661956787,154.10667720472,4.8
"CSAR",3.83538508415222,150.35771523701,4.8
"CSAR",4.04257106781006,156.852688989982,4.8
"CSAR",3.94175100326538,140.539940683011,4.8
"CSAR",4.0764274597168,155.741096930133,4.8
"CSAR",3.97718191146851,152.129128230483,4.8
"CSAR",3.9491138458252,153.035834408965,4.8
"CSAR",4.11001205444336,143.211493389006,4.8
"CSAR",3.89317035675049,151.35325301096,4.8
"CSAR",3.76873660087585,174.494496492911,4.8
"CSAR",4.1514720916748,164.839102864881,4.8
"CSAR",3.7938506603241,143.368288664351,4.8
"CSAR",3.93710207939148,138.482905855436,4.8
"CSAR",3.91313362121582,133.186194123382,4.8
"CSAR",3.96463561058044,155.610421864189,4.8
"CSAR",3.92249965667725,146.70466063395,4.8
"CSAR",3.8951895236969,146.091201481285,4.8
"CSAR",4.05835628509521,165.548235829929,4.8
"CSAR",4.02344703674316,150.295440948211,4.8
"CSAR",4.02377271652222,147.584784647875,4.8
"CSAR",3.68274903297424,164.507603186303,4.8
"CSAR",3.99235939979553,153.65089177461,4.8
"CSAR",3.96996331214905,139.322986983554,4.8
"CSAR",3.74630308151245,139.021350178964,4.8
"CSAR",4.06741189956665,159.608635951335,4.8
"CSAR",3.92437314987183,151.549380505477,4.8
"CSAR",3.91267395019531,149.954135306707,4.8
"CSAR",3.88779735565186,143.372686589937,4.8
"CSAR",3.97133159637451,154.311106708214,4.8
"CSAR",3.87645792961121,148.707249742804,4.8
"CSAR",3.9952392578125,161.318199238896,4.8
"CSAR",4.02100038528442,160.353933048286,4.8
"CSAR",3.86507439613342,138.508706187866,4.8
"CSAR",4.03690385818481,147.894330821439,4.8
"CSAR",3.80889201164246,139.010099447348,4.8
"CSAR",4.01593351364136,162.107170539364,4.8
"CSAR",3.79588723182678,155.223173603737,4.8
"CSAR",4.07447052001953,156.262498071947,4.8
"CSAR",3.9420223236084,140.195657073016,4.8
"CSAR",3.8628363609314,146.858672769528,4.8
"CSAR",4.12347841262817,148.503030529377,4.8
"CSAR",3.81922626495361,143.524049341143,4.8
"CSAR",3.71138310432434,151.99257120105,4.8
"CSAR",3.92429876327515,136.457805447794,4.8
"CSAR",3.98772358894348,145.245751173806,4.8
"CSAR",3.88352489471436,152.083302465395,4.8
"CSAR",4.10755825042725,156.013040747784,4.8
"CSAR",4.12076950073242,138.435513373877,4.8
"CSAR",3.87232851982117,150.613596432505,4.8
"CSAR",3.90897917747498,151.129963736481,4.8
"CSAR",3.91644430160522,156.67775569151,4.8
"CSAR",3.95305347442627,150.767698911651,4.8
"CSAR",3.87536764144897,149.405249785451,4.8
"CSAR",3.67882227897644,167.080545968812,4.8
"CSAR",3.99448680877686,145.773986417524,4.8
"CSAR",3.91592478752136,167.510278738385,4.8
"CSAR",3.93680214881897,154.5969318991,4.8
"CSAR",3.8872606754303,146.641358365348,4.8
"CSAR",4.09605550765991,157.001358096148,4.8
"CSAR",3.96863627433777,144.847715663964,4.8
"CSAR",3.98138356208801,155.430977138964,4.8
"CSAR",3.97131252288818,152.978477138129,4.8
"CSAR",4.02005958557129,148.961932947155,4.8
"CSAR",3.78048801422119,152.468109092243,4.8
"CSAR",3.62824010848999,152.470681135001,4.8
"CSAR",3.95087075233459,152.374130876639,4.8
"CSAR",4.02693939208984,163.368247085062,4.8
"CSAR",3.81438755989075,146.080742974572,4.8
"CSAR",4.03997182846069,159.877950545808,4.8
"CSAR",4.05157470703125,148.241624795683,4.8
"CSAR",3.97713184356689,158.724938585944,4.8
"CSAR",3.92474937438965,147.038666687304,4.8
"CSAR",3.91846036911011,150.744086929258,4.8
"CSAR",3.90224981307983,151.08943264988,4.8
"CSAR",3.93339252471924,149.050043945575,4.8
"CSAR",3.7932562828064,155.310507312198,4.8
"CSAR",3.80767583847046,167.107344159063,4.8
"CSAR",3.89963722229004,147.556563332573,4.8
"CSAR",3.99335837364197,151.074891116807,4.8
"CSAR",3.87682962417603,146.987445609718,4.8
"CSAR",3.81969237327576,155.409041490732,4.8
"CSAR",3.9958188533783,148.817146733527,4.8
"CSAR",4.00709295272827,153.914251535758,4.8
"CSAR",3.91995716094971,149.89715297825,4.8
"CSAR",3.84861755371094,147.803573592063,4.8
"CSAR",3.79886865615845,140.042254396239,4.8
"CSAR",3.75247311592102,139.517675997071,4.8
"CSAR",3.83424186706543,162.340326123782,4.8
"CSAR",3.94370913505554,153.952927644855,4.8
"CSAR",3.9804630279541,147.447834781149,4.8
"CSAR",3.94207572937012,136.744985090395,4.8
"CSAR",3.88401341438293,151.449925749661,4.8
"CSAR",4.12922811508179,158.797861752152,4.8
"CSAR",4.12819623947144,159.502078953022,4.8
"CSAR",3.96095514297485,150.490522857583,4.8
"CSAR",3.91781830787659,145.597280419176,4.8
"CSAR",4.20683240890503,156.539534699615,4.8
"CSAR",4.12290477752686,138.343371522728,4.8
"CSAR",3.79803133010864,151.077399925504,4.8
"CSAR",3.91706418991089,147.400425702498,4.8
"CSAR",4.08536052703857,149.992838250492,4.8
"CSAR",3.99567723274231,142.554927357448,4.8
"CSAR",3.66749167442322,137.619015842571,4.8
"CSAR",3.92886972427368,139.931720491026,4.8
"CSAR",3.85922265052795,137.039130838626,4.8
"CSAR",3.96691346168518,151.576474661291,4.8
"CSAR",3.84687566757202,153.184899450931,4.8
"CSAR",3.98769164085388,146.98045628485,4.8
"CSAR",4.05459213256836,146.265518183115,4.8
"CSAR",3.87626028060913,161.119728787343,4.8
"CSAR",4.085373878479,146.129095455249,4.8
"CSAR",3.96288323402405,152.821149856984,4.8
"CSAR",3.90829682350159,153.659323956347,4.8
"CSAR",3.95460724830627,158.392496190405,4.8
"CSAR",3.94398975372314,142.350774968531,4.8
"CSAR",4.12786293029785,167.58568825806,4.8
"CSAR",3.96666789054871,156.803645934603,4.8
"CSAR",3.85813426971436,138.415963558722,4.8
"CSAR",3.9747359752655,138.134346404276,4.8
"CSAR",3.76774406433105,147.066186869845,4.8
"CSAR",3.80555438995361,171.408652819613,4.8
"CSAR",3.90159797668457,148.497197686337,4.8
"CSAR",4.23297548294067,149.341239056895,4.8
"CSAR",3.80461239814758,147.674125834498,4.8
"CSAR",3.77905511856079,142.883041583922,4.8
"CSAR",3.94688415527344,156.708256960913,4.8
"CSAR",3.97345495223999,146.087637540409,4.8
"CSAR",3.94254398345947,144.001545691967,4.8
"CSAR",3.96608209609985,152.080647917513,4.8
"CSAR",4.02636241912842,157.883133510942,4.8
"CSAR",4.02939081192017,153.452851439941,4.8
"CSAR",3.93969798088074,162.965159876203,4.8
"CSAR",3.89397215843201,137.57943026418,4.8
"CSAR",3.86378884315491,144.373970613416,4.8
"CSAR",3.90381622314453,150.892945274391,4.8
"CSAR",3.89091801643372,149.994372900857,4.8
"CSAR",3.95794749259949,146.924130013754,4.8
"CSAR",3.84000253677368,134.221301816679,4.8
"CSAR",3.99298548698425,144.996839796116,4.8
"CSAR",3.67998218536377,153.486435697237,4.8
"CSAR",3.91094827651978,139.790322962951,4.8
"CSAR",3.75359630584717,136.702883330718,4.8
"CSAR",3.68973541259766,148.590498515842,4.8
"CSAR",3.9041006565094,149.426862967302,4.8
"CSAR",3.81725668907166,153.17888307038,4.8
"CSAR",3.95852136611938,150.644580164423,4.8
"CSAR",3.91467928886414,149.528855399371,4.8
"CSAR",4.13207197189331,158.917651479917,4.8
"CSAR",3.9010329246521,139.983115419928,4.8
"CSAR",4.04282093048096,154.438711163407,4.8
"CSAR",3.85771918296814,157.981931819036,4.8
"CSAR",3.85933613777161,136.205792783344,4.8
"CSAR",3.82232570648193,167.982156678461,4.8
"CSAR",3.8463659286499,170.125234632562,4.8
"CSAR",3.92258095741272,146.673683562868,4.8
"CSAR",3.91946220397949,153.569328311575,4.8
"CSAR",3.92534065246582,153.546623687076,4.8
"CSAR",3.88563513755798,144.684738752118,4.8
"CSAR",3.88338184356689,143.493720460178,4.8
"CSAR",3.75452446937561,136.981113331436,4.8
"CSAR",3.89034199714661,139.239668453562,4.8
"CSAR",3.83185887336731,148.617630721062,4.8
"CSAR",3.9771466255188,148.928193628636,4.8
"CSAR",3.89664530754089,155.781518454666,4.8
"CSAR",3.76227211952209,152.92059178733,4.8
"CSAR",4.03887701034546,151.242026889033,4.8
"CSAR",4.05204105377197,153.132502764442,4.8
"CSAR",3.94987463951111,151.660718761601,4.8
"CSAR",3.95362997055054,144.573184831154,4.8
"CSAR",3.91478705406189,153.231762439568,4.8
"CSAR",3.98233008384705,155.9791740573,4.8
"CSAR",3.99875450134277,143.905490010885,4.8
"CSAR",3.91336750984192,153.71265731366,4.8
"CSAR",3.86602258682251,152.369341178683,4.8
"CSAR",3.9703369140625,140.173791962084,4.8
"CSAR",3.89925146102905,168.181906013525,4.8
"CSAR",3.85666942596436,133.468389121966,4.8
"CSAR",3.81906914710999,142.091742443154,4.8
"CSAR",3.92636775970459,150.542846685421,4.8
"CSAR",4.00101089477539,156.448148277702,4.8
"CSAR",3.93270111083984,155.024129236447,4.8
"CSAR",3.98961734771729,148.318683063921,4.8
"CSAR",3.8474395275116,150.412053771679,4.8
"CSAR",3.93216466903687,155.053477006704,4.8
"CSAR",3.8355712890625,145.987765759751,4.8
"CSAR",3.84836292266846,140.306218230913,4.8
"CSAR",3.8305344581604,165.901534988806,4.8
"CSAR",3.73966431617737,165.842436554636,4.8
"CSAR",3.86137413978577,136.284252595483,4.8
"CSAR",3.79950618743896,161.764986110569,4.8
"CSAR",3.93215155601501,171.500088923596,4.8
"CSAR",3.77264285087585,156.242026612506,4.8
"CSAR",3.74201774597168,166.0819705768,4.8
"CSAR",3.84928464889526,167.380005548358,4.8
"CSAR",3.7167329788208,164.92184389683,4.8
"CSAR",3.6704797744751,151.664951725157,4.8
"CSAR",3.86279511451721,169.605916054642,4.8
"CSAR",3.74243855476379,159.785446816955,4.8
"CSAR",3.72518253326416,160.161340309154,4.8
"CSAR",3.77743101119995,163.003214706634,4.8
"CSAR",3.81805419921875,162.897851572616,4.8
"CSAR",3.74556064605713,161.075911586258,4.8
"CSAR",3.9190034866333,155.97144008996,4.8
"CSAR",3.82706260681152,160.997082771984,4.8
"CSAR",3.83034181594849,157.869782316498,4.8
"CSAR",3.69768857955933,152.782839292004,4.8
"CSAR",3.71941590309143,161.024314395031,4.8
"CSAR",3.76639795303345,169.720561514518,4.8
"CSAR",3.61796474456787,160.024594779001,4.8
"CSAR",3.86103081703186,167.92705766971,4.8
"CSAR",3.75268864631653,164.608312944092,4.8
"CSAR",3.78502225875854,162.047974373334,4.8
"CSAR",3.79680919647217,167.726056224148,4.8
"CSAR",3.73337244987488,156.566603170448,4.8
"CSAR",3.78650665283203,165.203758726476,4.8
"CSAR",3.68402647972107,160.151162396809,4.8
"CSAR",3.76713132858276,165.39916464375,4.8
"CSAR",3.632080078125,156.513886882306,4.8
"CSAR",3.75555324554443,150.470359585223,4.8
"CSAR",3.85960674285889,155.047393673323,4.8
"CSAR",3.82511711120605,158.481172515545,4.8
"CSAR",3.85989904403687,163.911301952651,4.8
"CSAR",3.50686001777649,147.860041405731,4.8
"CSAR",3.63925313949585,162.664003425505,4.8
"CSAR",3.66236114501953,148.750398919956,4.8
"CSAR",3.71982097625732,152.626891007289,4.8
"CSAR",3.80025601387024,163.184001749041,4.8
"CSAR",3.65840291976929,159.93349305178,4.8
"CSAR",3.67089223861694,155.78267478846,4.8
"CSAR",3.64993691444397,156.527252341437,4.8
"CSAR",3.63013672828674,155.612573221136,4.8
"CSAR",3.6411874294281,165.479053450907,4.8
"CSAR",3.56920599937439,162.878250408708,4.8
"CSAR",3.85882449150085,166.015516168413,4.8
"CSAR",3.81388092041016,164.528236117814,4.8
"CSAR",3.83453297615051,170.214163564546,4.8
"CSAR",3.68925380706787,156.533775074022,4.8
"CSAR",3.78351998329163,168.840871518199,4.8
"CSAR",3.87077617645264,172.383054874333,4.8
"CSAR",3.64619994163513,160.749383386205,4.8
"CSAR",3.81254887580872,171.886671783513,4.8
"CSAR",3.74935984611511,156.690149706389,4.8
"CSAR",3.91267085075378,167.499747188836,4.8
"CSAR",3.59899663925171,152.11320671915,4.8
"CSAR",3.68254113197327,165.388706533066,4.8
"CSAR",3.79430866241455,173.300393007505,4.8
"CSAR",3.85512614250183,157.608210169718,4.8
"CSAR",3.65389680862427,144.18304606023,4.8
"CSAR",3.83192801475525,152.512554615063,4.8
"CSAR",3.64448642730713,149.063330038959,4.8
"CSAR",3.62493896484375,155.147378805926,4.8
"CSAR",3.54961180686951,147.058714519197,4.8
"CSAR",3.62000823020935,161.355520499628,4.8
"CSAR",5.77649974822998,335.085734296447,7.2
"CSAR",5.8249716758728,353.149817451248,7.2
"CSAR",4.69130849838257,265.315623656274,7.2
"CSAR",5.40968608856201,298.430015629365,7.2
"CSAR",5.24870109558105,319.434953236641,7.2
"CSAR",5.69432497024536,304.942259373205,7.2
"CSAR",5.08570671081543,317.774053550001,7.2
"CSAR",5.05189514160156,347.014128330202,7.2
"CSAR",5.67120790481567,324.674102792059,7.2
"CSAR",5.48193502426147,391.371515402451,7.2
"CSAR",5.00013971328735,326.049517574485,7.2
"CSAR",5.15713357925415,348.695057444702,7.2
"CSAR",5.39813947677612,350.696608582731,7.2
"CSAR",5.00713920593262,372.94111503075,7.2
"CSAR",5.31791114807129,345.274204904467,7.2
"CSAR",5.32301807403564,343.265140668416,7.2
"CSAR",5.06382989883423,358.124437275225,7.2
"CSAR",5.32614421844482,374.893447092826,7.2
"CSAR",5.18677091598511,335.887699351604,7.2
"CSAR",5.28484344482422,309.558991455597,7.2
"CSAR",6.36598777770996,318.103857188493,7.2
"CSAR",5.16272735595703,316.719413761894,7.2
"CSAR",4.56299781799316,320.677727281512,7.2
"CSAR",4.8660569190979,343.990161529613,7.2
"CSAR",4.8252477645874,337.055509585171,7.2
"CSAR",5.04641437530518,354.588846762476,7.2
"CSAR",5.5833945274353,331.483336359054,7.2
"CSAR",4.99715757369995,317.013572572014,7.2
"CSAR",5.99170017242432,326.879403295263,7.2
"CSAR",5.05356311798096,347.05985189172,7.2
"CSAR",5.82188987731934,345.714252286717,7.2
"CSAR",5.00273180007935,304.678127896551,7.2
"CSAR",5.8941593170166,321.905619585093,7.2
"CSAR",6.02002859115601,350.235692126344,7.2
"CSAR",4.82432460784912,374.63668922803,7.2
"CSAR",5.47534704208374,345.411623749648,7.2
"CSAR",5.81097602844238,318.269214685591,7.2
"CSAR",5.65001487731934,301.466561279377,7.2
"CSAR",5.73139333724976,341.056158724612,7.2
"CSAR",5.17853879928589,322.390873602036,7.2
"CSAR",5.51959800720215,337.54095416531,7.2
"CSAR",5.76821279525757,309.375077428183,7.2
"CSAR",5.28256177902222,301.292636214766,7.2
"CSAR",5.76413536071777,315.853473565151,7.2
"CSAR",5.53911876678467,320.197125982577,7.2
"CSAR",5.33223533630371,354.078258160651,7.2
"CSAR",5.38230466842651,307.127717611762,7.2
"CSAR",5.54505395889282,330.913904986734,7.2
"CSAR",5.47280788421631,336.346936888295,7.2
"CSAR",5.32639598846436,338.300722351975,7.2
"CSAR",5.57078266143799,336.917946077786,7.2
"CSAR",5.12255334854126,336.512254257908,7.2
"CSAR",5.8410177230835,313.834432792575,7.2
"CSAR",5.53154420852661,305.379279249188,7.2
"CSAR",5.78572511672974,322.263253034619,7.2
"CSAR",5.63522338867188,318.606124313532,7.2
"CSAR",4.78113555908203,357.12378162359,7.2
"CSAR",5.9259352684021,329.332654612916,7.2
"CSAR",5.66060018539429,328.750412506701,7.2
"CSAR",5.84222650527954,322.891868326609,7.2
"CSAR",5.53211116790771,309.383514145516,7.2
"CSAR",5.34730863571167,313.406993053071,7.2
"CSAR",5.38098573684692,334.991793662909,7.2
"CSAR",5.93199872970581,299.132819304834,7.2
"CSAR",5.49179220199585,319.93523261191,7.2
"CSAR",5.16650199890137,285.381240550062,7.2
"CSAR",5.58654165267944,345.407482686362,7.2
"CSAR",4.66004133224487,403.579409038534,7.2
"CSAR",5.3307638168335,302.586530889552,7.2
"CSAR",6.04303121566772,306.229989025801,7.2
"CSAR",5.64463520050049,290.21779223625,7.2
"CSAR",5.74287462234497,333.424318634604,7.2
"CSAR",5.8750319480896,327.788311888315,7.2
"CSAR",5.72996044158936,314.784075694925,7.2
"CSAR",5.1069974899292,347.898378759029,7.2
"CSAR",5.9571475982666,319.143432153161,7.2
"CSAR",5.54013586044312,319.629235426664,7.2
"CSAR",5.53575468063354,317.16961405773,7.2
"CSAR",5.46041393280029,357.31200459668,7.2
"CSAR",5.79737567901611,332.253302730119,7.2
"CSAR",5.58822536468506,291.528933382679,7.2
"CSAR",5.61971521377563,325.402936849781,7.2
"CSAR",5.84972524642944,290.854585531348,7.2
"CSAR",6.07661867141724,305.901946502133,7.2
"CSAR",5.47404050827026,324.862083379288,7.2
"CSAR",5.37321424484253,294.442557184048,7.2
"CSAR",5.05203199386597,327.616667761765,7.2
"CSAR",4.80237150192261,332.449966696785,7.2
"CSAR",5.45235109329224,314.329650305043,7.2
"CSAR",4.95425176620483,357.845962200002,7.2
"CSAR",5.45896673202515,327.251466059057,7.2
"CSAR",5.90996646881104,326.58017311184,7.2
"CSAR",6.16388082504272,312.043609188404,7.2
"CSAR",5.01700448989868,333.330060071045,7.2
"CSAR",5.37257671356201,328.055435461347,7.2
"CSAR",5.95243787765503,323.536885123208,7.2
"CSAR",5.92510461807251,290.64630416743,7.2
"CSAR",5.97645139694214,315.522088325339,7.2
"CSAR",5.91340923309326,327.606767407831,7.2
"CSAR",5.8676700592041,331.133453204251,7.2
"CSAR",5.49628305435181,319.92884477536,7.2
"CSAR",5.92042350769043,310.490895648545,7.2
"CSAR",5.25226926803589,362.789097082256,7.2
"CSAR",5.22031831741333,326.266912843919,7.2
"CSAR",5.13504314422607,345.419627166463,7.2
"CSAR",5.79721260070801,343.582106607144,7.2
"CSAR",5.46259117126465,341.989815244113,7.2
"CSAR",5.39593267440796,350.671811487573,7.2
"CSAR",5.18498659133911,337.824233814197,7.2
"CSAR",5.22566699981689,325.447119539015,7.2
"CSAR",5.46957349777222,318.630913186381,7.2
"CSAR",5.27364253997803,339.829120664627,7.2
"CSAR",5.26813077926636,367.024205940249,7.2
"CSAR",5.4038028717041,338.390789710202,7.2
"CSAR",5.6619234085083,347.957825712744,7.2
"CSAR",5.62234258651733,316.29090548845,7.2
"CSAR",5.49274921417236,308.728530599619,7.2
"CSAR",5.69979190826416,327.483024435534,7.2
"CSAR",5.93344354629517,302.362083326251,7.2
"CSAR",5.49965143203735,315.26109806808,7.2
"CSAR",5.62811040878296,313.501441524843,7.2
"CSAR",5.9117259979248,358.79880319244,7.2
"CSAR",5.76804399490356,302.659184015239,7.2
"CSAR",5.14157962799072,393.379655579839,7.2
"CSAR",5.96722364425659,329.757396454638,7.2
"CSAR",5.66315793991089,310.173410940051,7.2
"CSAR",5.45032072067261,329.787882631941,7.2
"CSAR",5.53008556365967,317.30453673878,7.2
"CSAR",5.5803804397583,296.987868394734,7.2
"CSAR",5.60106945037842,301.45220040527,7.2
"CSAR",5.82329797744751,336.916982068496,7.2
"CSAR",5.75136566162109,336.05898758969,7.2
"CSAR",5.78804922103882,317.822734962152,7.2
"CSAR",5.49918937683105,339.284615534039,7.2
"CSAR",5.5010199546814,317.333791919688,7.2
"CSAR",5.63092374801636,323.359011721246,7.2
"CSAR",5.58942461013794,343.291586918784,7.2
"CSAR",5.17126417160034,356.92161359554,7.2
"CSAR",5.46274423599243,404.127958073068,7.2
"CSAR",5.05715942382812,340.796963842763,7.2
"CSAR",5.4293065071106,347.087117444295,7.2
"CSAR",4.93867969512939,309.846225953627,7.2
"CSAR",5.13818407058716,354.716764873812,7.2
"CSAR",5.48862028121948,336.383821879039,7.2
"CSAR",5.2486400604248,375.40189659435,7.2
"CSAR",5.97556209564209,353.629975478061,7.2
"CSAR",5.12305212020874,366.262573895188,7.2
"CSAR",6.01814937591553,308.992833946956,7.2
"CSAR",4.82188081741333,334.448123517738,7.2
"CSAR",5.45525693893433,357.005722814214,7.2
"CSAR",5.02989482879639,396.6306731037,7.2
"CSAR",5.18644714355469,368.617763803098,7.2
"CSAR",5.4526801109314,382.25015705427,7.2
"CSAR",5.6154522895813,340.842607257343,7.2
"CSAR",5.34460210800171,360.606699226018,7.2
"CSAR",5.52674627304077,326.976898391607,7.2
"CSAR",5.44248962402344,353.340414809017,7.2
